smiles,sim,parp1,qed,sa
O=c1oc2ccc3c4cccc4ccc4c5c6ccc(c-6cc2ccc1cc43)C=5,0.32786885245901637,11.8,0.3386124555021279,0.5993049799072246
CC1CC2=CC=CC=CC(=CC=CC=CC=C2)c2ccccc21,0.28846153846153844,9.5,0.5270993370381235,0.571459476562197
C1=CC=Cc2cccc3c2C=C2CCCC2=CCC3=CC=C1,0.20454545454545456,9.0,0.5391537573284244,0.5802381195977419
FCC1=C(Cl)C(F)(Cl)N1,0.1935483870967742,4.3,0.4721487765736678,0.5922523997155965
Cc1ccccc(C)c(C)c2cc1C2,0.375,6.6,0.5001150707308545,0.7539307547021302
CCCC(C=CC=C1C=C1OC)=CC=CC=C1CC1,0.22580645161290322,7.5,0.5798207930091838,0.6987182085542558
Fc1cccc(F)c1,0.44,5.3,0.4832965029562796,0.967241654052033
CC1(C)CC(Cc2ccccc2)CCc2ccccc2C2=CC=C21,0.35714285714285715,10.8,0.6159717265781708,0.7248098118798353
CCC1CCC23CC=CC=C2c2cc4ccc2OCCC4(CC1)C3,0.32,8.8,0.6126353154445983,0.4488147816874987
Cc1cccccccc(C)c1,0.5555555555555556,7.4,0.5423446273919367,0.948156981526239
CC=[O+]C1=CC=C(CCC(COC)C2=CC=CC=CC=C2)C=CC=C1,0.22950819672131148,9.0,0.4548495371251752,0.5729323688755293
CC1CCC(C)C(C)c2ccccc2C(C)(C)CC2CN2C1,0.4186046511627907,8.7,0.5943995284488586,0.6359639021424423
OC1=CC=CC=CC=Cc2ccc(cc2)Cc2ccc1c(C1CO1)c2,0.23529411764705882,9.2,0.7122306369521517,0.5135490179798495
C=C(F)c1cc(F)cc(Cl)c1,0.47058823529411764,6.3,0.6121342750087476,0.8271368326601662
CCC=C1c2cccc(C)c3c(ccc21)C=CC=CC=C3,0.2826086956521739,9.9,0.6086334436907166,0.7366090057108363
CCCc1c2ccc(=CC=CC=C(C)C3CO3)c3ccc-3c1=CC=CC(C)=CC2=O,0.21794871794871795,10.3,0.5311276607551403,0.5274535834460968
CC1(F)CC2CCCCC21,0.32,5.1,0.4875349084234714,0.6844909386144139
CCc1ccc(C(C#N)CC(C)C)cc1,0.4418604651162791,6.8,0.7243573744980858,0.8234531813378142
CC(C)(C)CC(C)(F)c1ccccc1,0.3870967741935484,7.2,0.6578421575206411,0.818092368022608
O=c1c(C=Cc2cc3ccc4ccccc4c3o2)c1C1=CC=C1,0.3333333333333333,10.2,0.5354559322461331,0.7847581142670992
CCCCCC(=C(C)NC)c1ccccccccc1,0.35555555555555557,7.0,0.6871208303147478,0.83964945570006
CC1=Cc2ccc(cc2)C(Cc2ccccc2)=CC=CC=C1,0.2765957446808511,9.3,0.6493641687791589,0.6776248521010291
CCC1=CC=CC=C(C)c2ccccc2CC(C(C)C)=C1,0.2807017543859649,9.9,0.6109334774044771,0.7251752698440356
CC1CCC(C)(c2ccccc2)C1,0.43902439024390244,7.3,0.6077473299224556,0.790848076831245
O=C1Nc2cc1ccc1cccc2ccc(CC2=CC=C2)c2c3cccccc1ccc3-2,0.29577464788732394,10.4,0.3660070390159562,0.627306484308473
CC(C)(C)c1ccc(O)c(C(=O)C2(F)CC2)c1,0.37209302325581395,7.0,0.799186430971492,0.8110968366719506
NC(=O)Cl,0.3125,3.4,0.32944865018132474,0.8436547042386005
CC(OC1=CC=CC=C(C2(C)CCC(=O)C2C)C=C1)=C(O)c1ccccc1,0.29411764705882354,10.0,0.6792351802282087,0.6545656852505101
Fc1cc2ccc1C(=CC=CC=C1C=CC=C1)CC2,0.24561403508771928,8.6,0.7092871091823791,0.6643051502375964
Fc1ccc2c3cccc(c1)cc1c4cccc5c(cccc5c5cc4c2cc51)o3,0.34,11.1,0.25519187003915395,0.6080059525175149
COC(C)=Cc1cccc(Cc2ccccc2)ccccc1C=CC=CC1=CC=C1,0.33962264150943394,8.6,0.3505484121210177,0.7516234694727684
O=C1c2cccc(c2)C2CCC3(CC1c1ccccc13)OC2,0.29411764705882354,9.2,0.7279709567387624,0.47881893760958527
FC1=CC=CCCOC2=CC1=CC=CC=C2,0.18032786885245902,9.2,0.5988240500435148,0.5590246087902541
CC(N)(F)CSc1ccccn1,0.47619047619047616,5.9,0.5777710881868006,0.7542861053435982
CC1=CC=C2C=CC1=CC=C1C=CC(=C2)C(C)CCC1,0.2413793103448276,8.5,0.5329338882737831,0.4482460027706543
CC=C(c1ccc(C)cc1)C(C)CCCC,0.34146341463414637,6.9,0.6323317921976889,0.8073221281147787
Cc1cccc2ccc(F)cc3c(ccccc2C=CC=CC=3)ccc1,0.3148148148148148,9.8,0.5369611894637497,0.6761738713911272
CC1=CC=C2C=CC=C1C=CC=CC=CC=Cc1ccccc12,0.3142857142857143,10.0,0.5337890561700184,0.6236539102842573
COC(=O)C(=Cc1ccccc1)C1=CC=C(OC)C=CC=CC=C(C2=CC=C2O)C=C1,0.3225806451612903,10.0,0.49857794980308057,0.6717667686428818
CC1=CC=CC=CC=CC=C2C=CC3=CC=CC=CC=C2C=CC(=C1)C3,0.18604651162790697,10.5,0.44820369622832085,0.5091237741199772
CCC(C)(C)C(C)C(C)(C)C,0.3103448275862069,4.7,0.5642763840101492,0.7602219751350404
O=C1CC2CCC3=CC=C3CC(C=CC=C3C=CC=C3)=CC=CC=C1C2,0.2,10.8,0.5993043990565727,0.5051104755272359
COC1=CC=Cc2ccc3cc2CC(CCC(C)(C)C(=O)C3)NC=CC=C1C,0.2638888888888889,10.0,0.736679717076672,0.5077625269170962
CC1CC2=CC(=C2)C2=CC=C(F)C=CC=C2C1,0.21818181818181817,7.8,0.5677435068893645,0.5459817258903177
Cc1ccc(CCCC(C)Cc2ccccc2)cc1,0.46153846153846156,6.2,0.6628499830083401,0.8853072120703386
Fc1ccccc(F)cccc1,0.375,7.5,0.5551797494699919,0.953895291324869
CCc1ccccc2c3ccc(c4ccc1CCCCC(CCO2)C4)OC3,0.4,10.2,0.6045715109347243,0.601331798563639
Cc1cccc(OC2CCC3(CCOC2)Cc2ccccc23)c1,0.4032258064516129,9.5,0.8164897573728166,0.7195039102842572
Cc1ccc2c(c1)C=C1C=CC=CC=C(C=C1)C(=O)CCC2=O,0.2698412698412698,9.5,0.7051782006071944,0.61210960752819
CC1=C2C=C(Cl)C(F)=CC=CC=CC=CC=CC=C1C2,0.2222222222222222,8.4,0.5240131540203664,0.5687406526797611
CC1=CC2=CC=CC(=C(C)C(C)=CC=C1)C1CCCCCCC(O)C2CCC1,0.2777777777777778,9.4,0.46600877761627313,0.49589941944856464
Cc1cccccc(Cc2ccccc2O)ccc1,0.5454545454545454,8.4,0.8363502252743541,0.8990971421402685
CC1CC(C)(CCCc2ccccccccc2)C1,0.4482758620689655,7.0,0.6586246535830642,0.8486113146344412
CCC(C)=CC=CC=Cc1cc(F)cc(F)c1,0.32653061224489793,8.0,0.6504820866734911,0.8042985849236989
C1=CC=C2C=CC=C(C=C1)C(=C1C=CC3=CC=CC=c4ccccc4=CC=C1N3)C2,0.1791044776119403,12.2,0.6641410979516311,0.4904109194393463
CC(=CC=Cc1ccccc1C)C=C1C=C1F,0.3148148148148148,8.7,0.6524256136989236,0.7919689613557774
C=C1C=CC=CC=C2CC1=C1C=CC=CC(=O)OC2=Cc2ccc(cc2)C1,0.19117647058823528,10.2,0.5724403761797436,0.47968765232693905
O=C1C=CC2=CC=C3C=CC=C4C5=CC=C3C=C3C(=CC46CC=C56)C(C2)C2C1=CC=C32,0.1780821917808219,10.9,0.48783759802173166,0.25941494644944246
CCCCCC1CC(C)CC=CC(C)=C1c1ccc(CC)cc1,0.27941176470588236,8.0,0.4870280180310491,0.74081199524196
CC1=CC=C2C=CC3=CC(C)=CC=C(C=C1)C1OC(=O)C(C3)C1C(F)=C2,0.2727272727272727,9.9,0.5616173467290122,0.3549464979399052
Cc1cccc2cc3cccc4cc(cc1)ccc1cc4cc(c1)c2cc3,0.30303030303030304,10.7,0.2638921654652378,0.588121879523472
CC1=CC=c2ccccccccc(F)cc(cc2F)=C1,0.3333333333333333,9.4,0.6798683695564033,0.6746870976707368
CC(C)C1Cc2ccc(cc2)CC1CC(C)(C)CC(C)(C)F,0.2545454545454545,7.4,0.604752806915507,0.5830706417518753
CC1=CC=CC=CC=CC=CC=CC2=CC=C(C=C1)C2=O,0.25,8.8,0.6244250331562402,0.5917156979229437
C1=CC=CC=c2ccc3cc2C=C2C=CC4=CC=CC5=CC(=CCC42CC(C=CC=C1)C5)C=3,0.17647058823529413,11.4,0.44074776357094714,0.29210616306745635
CC1=CC=CC=C2C(=O)N3C(=O)C(C)C(=CC=CC=CC=CC=CC=C2c2cccc3c2)C=CO1,0.28125,10.1,0.4052623034369118,0.457010115475794
Cc1cccc(C)ccc(F)cc1,0.5,6.3,0.5665698084572903,0.9347003703242187
CC1=CC=CC(=CC=CC(F)=CC=CC=CC=C2C(O)=CC=CC2C)N1,0.19696969696969696,7.7,0.5940030014430218,0.5806589601422424
C1=CC=C2CC3C4=CC5=CC=CC=C(C=C1)C3C4=CC=CC=CC2=CC=C5,0.19607843137254902,10.3,0.4650113103432171,0.3722583792722038
Cc1cccc(C2CCOC(=Cc3ccccc3)CCC2=O)c1,0.36507936507936506,9.2,0.7893875354377465,0.7834359335334903
Cc1cc(F)c(C)cc1F,0.5217391304347826,6.3,0.5218911043170535,0.904954817246442
Cc1ccccc2c(ccc1)C1=CC=CC=CC(=CC=CC=C2)C1,0.28205128205128205,9.9,0.5108853221272497,0.6621917447847498
CCCC1=CC=C2C3=CC=C2C2=CC=C(C=C3)CCC1=CC=CC=C2,0.2033898305084746,9.8,0.5252573464168989,0.48597065919088206
CC1=CC=CC(C2(CCC3CCC3)CCCCC2)=CC=C1,0.28125,8.6,0.5506168107375085,0.7531076935683465
O=C1C2=CC=CC=CC3=CC=C1C(=C2)C3,0.20754716981132076,9.1,0.5791715340816106,0.5415161589639744
CC1=CC2=CC=C3CC4CCC(=CC=C34)C=CC2=CC=CC=CC=C1,0.1875,10.1,0.46886769730871763,0.499748127865862
CC1(C)OCC(=C2C=CC=CC=C2)C=CC=C2C=CC=C2C=CC1=CC=C1C=C1F,0.1875,11.1,0.4622643316659244,0.5825664875880402
C=CC=CC1=CC=C2C=CC=CC=CC=C(C=C2)C1,0.14925373134328357,8.2,0.5909965012008245,0.5205884476079728
C1=c2ccccc3ccc4c(oc-3ccccc24)=Cc2cccc1c2,0.30434782608695654,9.9,0.40524803171875096,0.5854479729730269
CC(=O)C1=CC(CCCCc2cccccccccc3ccc2-3)=C1,0.3695652173913043,9.9,0.5869075696766389,0.816901230835487
C1=CC=CC2=CC=C3C=C(C=CC(=CC=C1)CCC3)CN2,0.18867924528301888,8.9,0.676852204989819,0.4756051654953267
CC1(CCC2=CC(Cl)=CC=C(F)C3=CC=C2C3)CCC1,0.23728813559322035,7.5,0.5863470542921824,0.5513033334200733
CC1=CC2=CC=CC=CC=C(F)C=CC=CC(=CC=C2)C=C1,0.19148936170212766,9.3,0.5127366482427674,0.5242474260655263
CCCC(C)CC1=C(F)C=Cc2ccc1cc2C,0.3269230769230769,6.8,0.6530117624122284,0.6499394269675174
CC=CC=C1C=C2C=CC=CC(F)=CC=CC=CC=C12,0.1864406779661017,9.6,0.5906678058017694,0.6296176208077895
C=CC1=CC=Cc2ccccc2C2=CC=CC=C3C=CC=C(C=C(O1)O2)CC3=O,0.2222222222222222,10.5,0.6038098573646365,0.4979649735262992
Cc1cc2cc3c1[O+]=c3c1cccccccc3cc-3ccccccc21,0.30434782608695654,10.8,0.27563113885755536,0.7016030340957278
CC1=CC2=CC=C3C(=CC=CC=C1)CC(=CC=C2)C1=CC=C3C1,0.22,9.3,0.5144589010562284,0.4736773912796591
CC1CC(c2ccccc2)=CC=C2C=CC=C21,0.2826086956521739,9.4,0.6518321310945271,0.7488016625138556
CCC(=CC=CC(C)=C(C)C1=CC=CC=C2C=NC3=CC=CC(=CC=C23)C=CC1=O)OC,0.20833333333333334,9.6,0.3619513495037484,0.49705350902763207
O=C1CC(c2ccccc2OCCCc2ccccc2)=Cc2ccc3cc2C=C1C3,0.39215686274509803,9.7,0.470298741883845,0.6991734022869988
FC1=CC=CC2=CC=C3C4=CC(=CC=C5C=C(C=CC=C54)C3C3=CC=C3C=C1)C=C2,0.18333333333333332,11.8,0.41642820815914927,0.34954987792695896
CC1=CC2=CC=CC(=CC=C2)C2C=CC(CC2)C2=CC=C12,0.19402985074626866,9.1,0.5197005478230975,0.41359885879025743
c1ccccccc2ccc3c(cccccc1)CCC3CC2,0.35714285714285715,9.7,0.5480153428709217,0.729988767007472
COC=CC=C1C=CC=C2C=C1C13C=CC=C2[O+](C)C(=CC1)C1=CC=CC=C3C=C1,0.16853932584269662,10.7,0.39051495024507576,0.2893309079018096
CC1=CC=CC=CC=C(c2ccccc2C)C=C(Cl)C(F)=C1,0.34285714285714286,8.6,0.5604521927318027,0.7049662667420004
O=C1C2=CC=CC3=CC4=COc5ccccc6cccc(cccc5-6)C(=O)N(CC3=C4)C12,0.2537313432835821,11.2,0.6095060875104076,0.5050733887812445
O=C1c2c(ccc3c2-c2cccc(c2)O3)C2CC(C(=O)c3ccccc3)(CC3CCN1C3)C2,0.3142857142857143,11.9,0.3590196657714142,0.5406487978261922
Cc1ccc(OCC2CC(=O)Cc3cccccc4cccc-4cc(c3)C2)cc1,0.3561643835616438,11.6,0.5571182273789351,0.6729919311479315
COC1=CC=C2C=CC3=CC=CC=CC(=CC=CC(C)=CC(=CC=C1)C2)C3,0.19642857142857142,9.7,0.5046594845794617,0.49644113785484717
CC(C)=Cc1ccc(-c2ccc(CNC(=O)C(C)C(C)(C)C)cc2)cc1,0.4489795918367347,8.8,0.6965892556083443,0.8183291015729472
CC1=CC=CC=C2C=CC(=Cc3cc(C)ccc3CC2)C=C1,0.2549019607843137,9.8,0.5584298264965836,0.5961325222193725
Cc1ccccc1C(=CC=C(F)C(C)C)OC1=CC=C1,0.29411764705882354,7.9,0.519752907460234,0.7440300242882862
CC1(Oc2ccccc2)CC1,0.34146341463414637,5.5,0.6260583964303301,0.8825101363309117
Cc1cccc(CCCCCC2CCCc3cc(C)cc2c3)c1,0.3793103448275862,8.6,0.5323909922361493,0.7139316302815559
CCC1=CC=CC=C2CC3=CC4=CC=CC=CC=C5C=CCC52C3=CC=CC=C(C=C1)O4,0.1791044776119403,12.7,0.42082798464482457,0.3249489268520392
CC1CCCC2(C)CCC(C)(O2)C(CCCC(C)C(C)(C)F)CC1,0.25806451612903225,7.6,0.5190474882301063,0.4840804148232358
CC1(CF)CCC2C(C)(F)C21F,0.2972972972972973,5.5,0.5788187601229245,0.5568475567502461
FC1=CC=CC2=CC=C(C3=CC=C3)C=CC(=C1)c1cccccccnc1C2,0.2692307692307692,10.5,0.5553545821066815,0.6017681375675781
CCCc1cc2cc(c1)C2(C)Cc1ccc(C(C)C)c(F)c1,0.35714285714285715,9.7,0.6573694210389978,0.7317940647427087
CC=C1COC1=C1C2=CC=CCC3C(CC4CCC14)CC23,0.22727272727272727,8.3,0.6199071867165088,0.46141126573814834
Cc1ccc(C(C)F)cc1,0.5,6.4,0.5591917191838822,0.8587210112074073
Cc1ccccc1CC(OC1=CC=CC=CC=C1)C1=CC=C1,0.3404255319148936,9.4,0.7417683783437664,0.701515359483936
Cc1ccc2c3c4cc(cc1C=O)C(=CC=CC(=CC=3)C=C2)C=CC=CC=4,0.23728813559322035,10.0,0.6818653482153754,0.5149596998066244
CC1=CC=Cc2cccc3cccc-3cccc1c2,0.3448275862068966,8.3,0.5859986447424625,0.7275362498057751
CC1CCC(CC2=CC3=CC=CC=CC=CC3=CC=CC=CC=CC=C2)C(=O)N1,0.2318840579710145,10.7,0.6232391675987273,0.5593824282184083
FC1=CC1=c1ccc2c3cccc(c13)C1=CC(=CC=2)C=C1,0.22448979591836735,8.8,0.6867233795278911,0.5155338974110388
Cc1ccc(Cc2cccc3ccccccc-3cc2)cc1,0.42857142857142855,9.7,0.5563568444503226,0.9561480030476253
c1ccc(C2CCC2)cc1,0.6666666666666666,6.3,0.5507593556484313,0.962673813369682
CC(CC1CC1C)CC(C)(O)C1=CC(F)=CC=CC=C1,0.25,7.4,0.7703161943897031,0.5821011502723332
O=C1C2=CC=C1C=C1C=CC=CC=CC3=CC=C(C=C1)CC=CC(=CC(F)=CC=C2)OCO3,0.19736842105263158,11.6,0.4245044659414086,0.40806420754769296
O=c1c2ccccc1c1ccccc3cc(c4ccccc4c(c2)c3=O)=CC=CC=1,0.3125,11.8,0.4555699856366233,0.6095865702175913
CCC(F)(F)c1ccc(C(C)(C)C23CC2(C)C3)cc1,0.3055555555555556,8.1,0.6949566846240922,0.7695219994723325
CCC1CCCCC2OCc3cccc(C)cccc1ccc2cc3,0.3584905660377358,9.5,0.5434965165102206,0.6174121771758947
C=C(C)CCCCCCc1c2ccc(C)ccc(C)cc1CC2,0.36585365853658536,7.9,0.3932245164447405,0.7277510491634778
O=C(O)C1=CC=CC=CC=C(C2=CC=C2)C=C2C(=CC=C2C=C2C3=CC=CC=C2C3=O)C=C1,0.18309859154929578,10.5,0.6156450398292777,0.5166691021841917
CC1=CC=CC=C(C23CCC2C3)C=CC(C)=CC=C1,0.23809523809523808,8.0,0.5930554480142513,0.5800751309246563
C1=CC=C2CC3=CN=C4Cc5ccc2c(c5)C(=C1)C=C34,0.18032786885245902,8.3,0.6569398455912768,0.5553405312222712
CCC(=CC=CC1(C)c2ccccc21)C(=CC=C1C=CO1)CC(C)=O,0.2608695652173913,8.4,0.6134938790911098,0.6723468345640116
Fc1cccc(CCc2ccccccc3ccccc3c2)c1,0.46153846153846156,9.7,0.5657536297770928,0.8904933793361509
CC1=CC=c2c(=O)c3ccc4c(cccccc5cccc2c5=3)C=CC(=C1)C(=O)C4,0.3148148148148148,10.9,0.5652090345023506,0.5821771558083414
C1=CC2=CC3=CC4=CC=C5C=CC(=C1)C(=C4)C=CC=C(C=C5)C(C3)C2,0.1896551724137931,9.9,0.5011690138873091,0.345788589024722
COC(=O)c1cccc2c3ccccc4ccc(cccc12)c-3c4,0.4489795918367347,9.0,0.43702217589226044,0.777985002127266
Cc1ccc2c(C3=CC=CC=C4C=C3CCCC4)ccccc1-2,0.3333333333333333,9.7,0.5649264192031588,0.7171716471737386
C=C1OC=CC2=CC=CC=C(C2)C1=CC=C1C=C1,0.14754098360655737,8.0,0.6576671600740351,0.5758514263004374
CC1=CC=CC=CC=C1,0.19444444444444445,5.4,0.45835660995901173,0.7582041201702043
CC1=CC=CC=C2C=CC=C3C=CC(F)=CC=C(C=C3)C=C1CC2=O,0.21568627450980393,10.6,0.5552603909878665,0.4625799908521679
Fc1ccc(CCCC(Cl)CCC2(Cl)CCC2)c(F)c1,0.4666666666666667,7.3,0.5537391254104819,0.746488066913408
Cc1cccc(CC2C(CC3CCc4ccccc43)CC3CC32)c1,0.36923076923076925,9.6,0.6555448863764473,0.6896326981975341
CC(C)(C)C(=O)CCC1CC1,0.4482758620689655,4.9,0.6105768053549111,0.8693752373589159
Cc1cccc2cccccc(C=CC=C3CC(=O)c4cccc(c4)C3)c-2cc1,0.3770491803278688,10.2,0.4707652603147183,0.7305944637504235
COC1=CCC12C(=O)C1C(=O)OC3=C4C=CC=CC=C1C(=CC3=CC1=CC=CC=C2C=C1)C4,0.18681318681318682,11.4,0.4202868915840209,0.2778321159064901
c1ccccc2cc3cccc(cccc1)c3=C(c1ccccc1)C2,0.2682926829268293,9.8,0.5502514674476798,0.7022599481171253
CCCC(OC)(c1ccccc1)c1cc(C(C)Cl)ccc1C,0.35294117647058826,7.6,0.595108194586858,0.7502379487275763
CCC1CCC(C2=CC=C2)C(CC2=CC=CC=CC=C2)C1,0.33962264150943394,9.3,0.598132950599178,0.6289375561887609
Cc1ccc2ccc(C(=O)F)ccc1Oc1cccccc(ccc1)C2,0.3125,10.0,0.5013895706896124,0.6515736122818154
C=CC(C)=CC1=CC=C2C=CC=CC=C(C=CC3=CC=CC=C(C=C3)C=C1)C2=O,0.22807017543859648,10.5,0.4902396183522656,0.44903674254159776
C(=CC1=CC2=CC=C1C2)C=c1c2ccc(ccc3cccc1c3)cc2,0.19642857142857142,9.7,0.5593414300105758,0.49436168621790905
Cc1cccc(C=CC=C2C=CC=C3C=C2OC3=O)c1,0.3898305084745763,9.0,0.7561545600951017,0.6842322281679234
CCC1=CC=C2C=CC=CC=CC=C1CC(C)CC(C)(F)C2,0.22807017543859648,8.9,0.5247108294735118,0.4871460791855782
C(=Cc1ccccc1)C1=CC(C=C2C=Cc3ccccc3C=C2)=C1,0.358974358974359,10.3,0.6299931044870057,0.789815880813436
CC1=CC2=C1C=C1C(=CC=C(C=Cc3ccccc3)c3ccccc31)C2,0.2909090909090909,9.3,0.5692246598956274,0.75831098690719
CC1=CC=CC=CC2=CC=CC=CC=C(O)C(C)=CC=C3C(=CC=C1)CC3CC2,0.18181818181818182,10.5,0.4547108803479757,0.46385978350171775
c1ccccccccc1,0.21428571428571427,7.2,0.5062560331071598,1.0
C1=C2C(=C1)C1CCCCC2CC2CC1Cc1ccc2cc1,0.28846153846153844,9.1,0.5941450663634502,0.5340386531777018
CC=Cc1ccccc1CC1(C)CCCC(C)CC1,0.3157894736842105,8.1,0.5933285687992476,0.7400391551216013
CC1=CC=CC2=CC=CC=C3CC4=CC(=CC=CC=C1)C=CC(=CC=C4)C=C3CCC2,0.18181818181818182,12.0,0.3811527275979094,0.4402476721858388
Fc1ccc(F)c(CN2CCCC3=CC=C32)c1,0.4074074074074074,6.6,0.7564903111721163,0.8085280982674978
Cc1cccccccccccc(-c2ccccc2)c1,0.7777777777777778,10.0,0.6049759798167395,0.9447612408377406
CC1=CC=CC=CC(F)(C(C)(C)C)CC=C1F,0.25,7.1,0.5532453799041271,0.603217218736491
Fc1ccc(F)cc1,0.5,5.2,0.4832965029562796,0.987692703003082
FC1=CC=CC=C(Cc2ccc3cccc-3cccc3ccc(F)cc3c2)C=C1,0.32653061224489793,10.8,0.4267392588570042,0.7681637977227908
C1=Cc2ccc3cc2Cc2cccccc(ccc2C2C=CC2=C1)O3,0.2608695652173913,10.4,0.484688287063221,0.5452022186230319
C1=CC=C2C=CC=CC=C3CC3=CC(=CC=C1)CCCCCC2,0.225,9.8,0.4674446002635273,0.5787775511787421
CC=CC1=CC(C)=CC=C2C(=CC=CC=C3C=CC(OC)=C3)C2=C1,0.2153846153846154,9.2,0.6346246780740403,0.6559629846179802
Cc1cccccc2c3ccccccc(ccc(=O)c1-2)C(O)COc1ccccc1C3,0.37735849056603776,12.1,0.5035818953863103,0.6731191294512995
c1cccc2cc3cccc4ccc(cc1)cc1ccccc4c3cc12,0.40625,10.7,0.2769041654202803,0.6930679022819642
CC1CC2=CC3=CC4=C5C=CC=CC=C(C2=C3OC5)C4C1,0.22950819672131148,8.6,0.6296000161157943,0.3854148930035311
CCC1(C)CCC2=CC=C1C=CC=C2,0.22448979591836735,6.8,0.5761161694618167,0.5746932040948429
CC1=CC=CC=C(F)C(C)(F)c2ccccc2C=C1,0.2564102564102564,8.3,0.5955591609299278,0.6675257613586084
Cc1ccc(F)c(Cl)c1,0.4666666666666667,6.0,0.5254122320079381,0.9510364180005794
CCC(CC)OCc1ccc(-c2cc(OC)ccc2C)c(C)c1C,0.4375,8.2,0.6216752303902858,0.8497219184377836
FC1=CC=CC=CC=CC=CC2=CC=C3C=CC1=CC=C2C3,0.16393442622950818,10.5,0.5315425834755373,0.5349500168831844
C1=CC(CCC(=C2C=C2)c2c3c4ccccccccccc2c-3c4)=C1,0.2692307692307692,9.7,0.47747117567538805,0.6674508045304858
CCC1=CC=C(C)C=CC2=CC=CC=C(C=CC=CC=CC(C=O)=C1)C2C,0.20833333333333334,9.4,0.5036233773848497,0.492716406391179
CC1=CC(F)=CC=CC=CC=CC=C1,0.21212121212121213,7.7,0.5381726839600105,0.683846474051714
CC(CCCCC1CC1)c1ccc(F)cc1,0.43478260869565216,6.5,0.5980747148688648,0.8583730760557268
CCC1=CC=CC=C2C(=O)C(=CC3=CC(=C1)C(=O)C3C)C=CC=CC=C2C,0.19736842105263158,10.7,0.6251707028713531,0.46138721498377283
CC1(C)CC=Cc2ccc1c1ccccccccc2oc(O)c1,0.288135593220339,9.8,0.6381214051728111,0.6465814907495298
FC1=C2C=CC(=CN=N2)N=C1,0.17647058823529413,5.0,0.5055096037769303,0.532151019599847
O=c1c2cc3cc(ccccc1=CC=CC=CC=CC=C2)c3,0.2727272727272727,9.3,0.7154697373308041,0.5676065126630099
